formula,target
O24Rb4Si8U2,3.8019
K1Pr1Se4Si1,2.1265
C3Cl1H10N1O1,5.3205
In5Rb1S8,1.3574
Cl3Ga1H15N5,4.3997
F7K1Sn1Zr1,4.2004
Br6Ca1Th1,1.8482
Cl2Ni1,2.9132
Br3Cr1In1,1.5882
F4Ir1,0.8621
C2Cl4N3P1,3.7813
Cd1Ga2O4,1.77
N1Na3O4,3.7952
F1H1O3S1,3.0563
As2O8Pb3,3.2962
Ba1Cl2O6,5.2691
C2H16N2Na4O16P4Zn1,4.7724
Ba1Ga1Nd1O4,3.7191
As3Sr4,0.5868
Co1H8O16P4Rb2,4.5194
B3Be2K1O7,5.4206
Ag1F10P1Xe2,2.5082
O8P2Sr1Ti1,3.1335
Cl16Ge6,3.1475
Dy1Na1S2,2.2749
C2Ga2Ge4H10N2O12,3.4815
Ag2S4Sn1Zn1,0.4716
Cd2Cl2P1,1.1448
La1O9V3,2.5904
Cu1Ge1Pr3S7,1.7907
F14H2Mg1Sb2,4.3991
Ba2Mn1Te3,1.2736
Cr1K1P2S7,2.0072
Mo4Nd2O18Sb2,3.1654
Cs1N3,4.2179
Eu1H3Li1,0.4606
Cl6O1S6Ta2U1,2.1659
Ce2O11Te4,3.3086
Au5K1P2S8,1.8571
C8Cl1H20Li1O4,4.8938
Cs9F27Ni9,4.3123
F6Li2O3Ta2,3.9884
Na5O6Re1,2.3326
C2Na2Pd1,0.9361
Ca1Na10Sn12,0.6638
Cu1S7Sn1Tb3,1.4016
Hg1O6V2,2.0209
Ba2Ge1Se2Te2,0.8146
Se3Th1,1.2118
C1Cl1H5N2O4S1,3.0297
Na6O4Zn1,1.7725
K3Na1O8Se2,3.5483
Cr1F6Li2,1.4635
In2Li2Se6Si1,1.5216
Cl4Tl2,2.2083
H1Rb1,2.9084
Be3F12K2Mg2,7.01
K6O5Pb2,2.1205
Na1Nb1O6Sr3,3.5487
Ce1I1S1,0.9308
C5I1Mn1O5,2.6333
O8Pb2Te1U1,2.6856
C2Cs1I3N2,3.459
Ni1O3Se1,2.7367
B7Cr3I1O13,1.8595
Cu1Pr1Se2,0.9738
Al1H6Nd1,2.0871
Cu1Ge1S7Y3,1.8669
I4In1Rb1,2.5597
As4Br6Cd1Hg6,1.3591
Ba1Cu1F1S1,1.9293
Na3O5Os1,0.8953
Ag1Ga1P2Se6,0.8267
I8Pt3,0.8446
Ca2O5U1,3.1341
H8O16P4Rb2Zn1,5.1626
O9P2Zr2,4.1099
Gd1Li1O12P4,5.9103
N6Na3O12Rh1,2.5853
Ba3Ca1O9Sb2,3.1721
Cl1O4Rb1S1Zn1,4.9526
Ba2Re6S11,1.3108
Br1F6O2Sb1,1.9843
H1Li1O4S1,5.9761
Ag2Cd1Ge1S4,1.2683
Au3Ge1Na1,0.1229
Ce1Os4Sb12,0.1165
Bi1O3Rb3,3.1139
P3Rb5S12Th1,2.2183
La1N1O2Si1,0.8282
Bi1Cs1Ge1S4,2.024
In1Li1O7P2,4.0919
Cd1Cu2Si1Te4,0.4732
B1K1Na2O3,2.8235
B1S3Tl3,1.3962
Ca3N1P1,0.8052
Ag1F12Ta2,2.4164
Al1Br4Tl1,4.1436
Ag1I3O9Pd1,2.2037
Cl1H1O1Sr1,4.9676
S1Tl2,0.7436
O7Pr3Ta1,3.5481
Br6K2Pt1,1.1032
Ba1Ga1H5,3.1114
Bi2I1La1O4,1.2073
C3O9Rb2Sr2,4.472
Bi1Cs2F6K1,4.9296
Ba2Cu3Li1O6,0.4017
Ba2Gd2O13Si4,4.6984
Ge1I2La2,0.2433
H6O14Rb2W2,3.0557
Cs2F6Fe1Na1,3.8002
Ba6Mn5O16,1.4355
Na1O5P1Ti1,3.2625
B1Dy1O3,5.3748
Br2O1V1,0.4011
Bi1Ce1O9W2,3.2230000000000003
Ag1In1O2,0.6242
Ag1Cs5O9Si3,2.5436
O4Pd1S1,2.0392
Nb2O7U1,0.9133
Li3O4Ta1,4.6408
F4Pt1,1.5603
Ga5H1O8,2.2874
Cd4K6Se13Sn3,1.2136
H2O8P2Ti1,0.9748
C3Cd1N3Rb1S3,1.8812
K2O15Si6Ti1,3.7486
O4Sb1V1,0.2038
As3H5O10,3.0051
Na4S10Si4,3.5173
C1Cl14Ti6,1.1977
Cr2Li2N8O1Sr6,1.8679
As2O4Pb1,2.8502
Na5O16W4Y1,4.5431
Cs2N2Tb6Te7,0.7836
In2Pb1S4,1.4856
Ca1N2Si1,3.4312
As1Cu1H1O5Pb1,1.2217
Ce5Li5N12Si4,2.2968
Ba1H3Na1Pd1,1.5473
Bi1F4K1,3.2588
C4N4O4Si1,5.6497
O11Ti6,0.6087
Cl3Ge1Rb1,3.7692
As1Li1Mg1O4,3.4614
K3Na1O9Re2,1.9304
Er2Hf1S5,1.2689
Al1Li1O12P4,5.7441
I4Ti1,1.4429
C3Hg1N3Rb1S3,1.9808
Ba1Dy2Te4,0.7822
F1H4Na1Ni1O6S1,1.5234
Ba2Ho1O6Ta1,3.5027
F8N4P4,5.135
Cl8Mn1Na6,4.2332
Cs1F4Mn1,0.1658
As1La1S1,0.1821
Au1Gd3O6,1.8622
Cl4K2Mg1,4.7626
Na1Nd1O4Ti1,3.1895
Al3O27P9,5.5174
Ba4Ce1Mn3O12,1.8652
Au1F6Tl1,1.7843
I4S1Tl6,1.7627
C2Mg1,2.5559
Cs1Li1Mo1O4,4.3210000000000015
Al2Mg1Se4,1.0467
C2H8I3N1Sn1,2.7512
Gd2Hf2O7,3.4526
Ge1H2O4Sr1,4.0755
K2Li14O14Pb3,1.9241
K1O8Pr1S2,3.65
Fe2O14P4Sr1,1.4656
Cs1F3Sr1,6.2214
Ca1Cl2H4O2,5.3547
F6I5Sb1,0.9333
C1La2N2O4Si1,4.1984
Ca2N4Sr1W1,2.653
Ca1H8K2N12O4,4.1744
Ag1K2Sb1,1.1821
O30P6Re2Si4,2.17
Ge1Na1O4Yb1,0.3429
B1F9Sn3,4.3667
Br4H10O5Sn1,1.8842
As1K3,0.122
Cr2O6Te1,1.5291
Bi1N1Sr3,0.2632
F7Pb2Rh1,2.7824
Gd1S3Sc1,1.9229
Na1O6Si2Ti1,2.8943
Cr2O7Rb2,2.7717
F4H8N2O1V1,2.4652
In2O7Si2,2.8222
Cl1K3O1S3W1,2.5795
Er1P1S4,2.143
C4Cd1H8N6S4,3.3104
P4Se5,1.746
C4Hg1N4S4Zn1,2.4899
B2Li3O6Sc1,2.5509
Ce2O7Si2,4.6038
Al1Li1Se2,3.0225
As2F12N2S1Se2,2.2555
As2Ge3Te6,0.3416
F19Li3Zr4,5.5227
Co10Ge3O16,2.1902
Ba2F18Zn7,5.3978
C1F3I1,3.7091
Cl6Hf1Te6,1.0195
Bi12Ge1O20,2.4426
Cl10Nb1P1,2.3217
Ba1Ge2S5,2.1547
Ge4I4S6,2.1739
Al1C3Cl2H8N1,5.4131
Cl3Mo1,0.7437
Ba3F12In2,4.6328
Bi1In1S3,1.3542
Cd3O9Si3,2.6906
Bi1O3Rh1,0.9063
Dy1O6Ru1Sr2,1.2553
K6O1S6Si2,3.1378
I6Nb2Se2,0.8859
Mo1Na2O6Se1,3.5597
K2Mo3O12Th1,3.5082
Ba1Co2H2O9P2,3.8711
C4Cl4H12S2Sn1,2.4318
Ag1Au1F4,2.1832
Cs2O2,1.6429
Ge2Na1O12P3,3.7664
As1Cl3F6Se3,1.947
I4Li2Zn1,3.4004
C1Cu1O3,0.7293
Ho1P5,0.0858
Br2Cl2Cr1Cs1H18N6O8,1.4245
Fe1K3O2,1.5872
C4H12N2O9S1U1,3.1691
Au3C6Co1K1N6,2.6851
K1O12P3Ti2,2.9546
Na1O4Pr1Ti1,3.1373
Fe2K6O6,1.9597
Cr1O4Sr1,1.4434
F4S1W1,3.1999
Al1As3Cl4Se4,2.3918
As4Cd2Ge1,0.0747
Br2Co1H12O14,2.482
Au1K1N12,1.4738
Br8Ga2Pd1,1.8219
Fe1Se5Th2,1.2138
B1H1O2,7.0568
Cl8O9Re4,0.9843
La2S5Si1,2.4684
Cr2Li4N6Sr2,1.4137
Ag1Ce3Ge1S7,1.8356
Ba2Br1In1O3,1.9888
C3F1H7N1O5Sn1,3.1303
B1K2Li1O3,3.5977
As3K5O10,3.0374
I2S1Sn2,1.6433
Ag1Se2Tb1,1.022
H12Na4O24P6Rb2,5.0438
Eu1H1O12P4,0.4147
B4O7Pb1,4.2018
Br1Dy1S1,2.8683
Fe2Ge1S4,1.4034
H1Mn1O2,2.3746
Pb2S5Sb2,1.0246
Bi3Cl5O10Te4,2.3712
Ca1Li1Sb1,0.6278
Eu1Se4Y2,1.2268
O6Sn1Ta2,2.5264
Ba4In2S8,1.9509
C12Cl2H28N2O8Rh2,2.6581
O8Si1Sn6,1.874
Cl16Re4Te8,2.2588
Ga2K6Se6,2.1179
Ba2Cu1O7Si2,1.4275
F8Na3Pa1,4.2176
Cd1H8O10P2,0.3888
F6H12Mn2O6,1.7789
As1Co2H1O5,2.2895
Eu1O4Sb1,0.5429999999999999
Mg1O6Pt3,0.6517
Cu1Nd1O1S1,1.7747
Ca1Ge1Sr1,0.4311
I3S24Sb1,2.3139
O10Si3Sr1Y2,4.9216
H8Mg1O16P4Rb2,5.2786
B1Cl1F4O2,1.913
K2O4W1,4.4961
Cd1Cu2S4Sn1,0.0985
As1Ba1Li1,0.5946
Ba1S5U2,1.109
Fe1Na4O3,1.1001
Ba4Ga2S7,2.6551
C4Hg1Mn1N4Se4,2.1521
H1Ho1Se1,1.4943
Br10Re2Te6,1.4117
B1O3V1,1.4972
Al12Cd8O24Te2,2.6486
Ca1F6Ti1,5.0763
Bi1Li1Sr1,0.5502
As1O5Rb1Sn1,1.823
Co4Na10O10,1.6708
H2O8P2Zr1,4.3888
Re3S6Tl2,1.2975
Be1Br2,5.1884
Ge4Na4Se10,1.5375
B3Ca4K1O9,4.5962
I0.33Nb1Se4,0.1788
Ag3As2S6Tl3,1.5844
H2Mn1O8Se2,2.1628
Ba1Mg1O4Si1,4.1167
Cl2Pd1Se8,1.3859
C4H8Mg1N6O4,4.7816
O6Sb2Sr1,2.7910000000000004
Ca1Fe3O12Ti4,2.0071
Cs1Mn1O4,2.2268
Rb4S4Sn1,2.2558
H4N1O4P1Zn1,4.5345
O1S2Tb2,2.523
C2Cs1F6N1O4S2,6.1501
F1K1Nb2O6Sr1,2.1481
Cu1Ge1Ho3S7,1.8149
Cu2Te3Zr1,0.0344
Ge1In4S4,1.1202
H10Na2O8Si1,4.5614
Cs2I6Te1,1.4093
Nd2O2Se1,2.0976
P6Rb4,0.7525
Au1K3Sn4,0.4152
O4P1Tl1Zn1,3.8841
Cl2N2S1Se1Te1,2.0980000000000003
Ca4F1Na5O16P4,4.7252
I6O18Rb2Zr1,3.3802
Ag2C2O4,3.1126
Al1Cd1Ce3S7,2.3963
Ge1Ru1,0.2716
Cl2Ru1Te8,0.2019999999999999
As3Ca5F1O12,3.9578
Cl6Cs2Re1,2.6577
B1K3S3,2.7088
F3I1,1.7286
Ag1O1P1Th1,0.1416
C2Cd1Cl2H12N8S2,0.6816
Li1Mo3O16P3,0.9683
Ba1Cd1S2,1.6869999999999998
Au1Cl4N5S5,1.6762
Cl1F5Ge1O2,1.7431
Ca10Li1Mg1Sb9,0.9173
K2O7Sr1Ta2,2.3326
Er1S2Tl1,1.4174
C2Cl5H6Se1Ta1,2.5211
Ba2Cl1Co4O7,1.3395
Mo2O11Se2Sr1,2.5931
Ho1Rb1S2,2.3258
Ce3Cu1Se7Si1,1.4102
Ho3Pr1S6,1.0005
Cl1La1Nb2O6,2.9569
Bi1Br1Cu3O8Se2,1.12
Ag1Ba1S6Sc3,1.9257
La1Na5O16W4,4.7344
Fe1H2Na2O6P2,3.677
Au1C2K1N2,3.4536
Cl18Cs1Er1Ta6,1.2837
Cl4Cs1Ga1,4.5275
N2S1Th2,1.6177
O11Tb2Te4,3.2423
K2Na3P3Si1,0.8876
Eu1N7Si4Y1,2.2053
Ca1O5Se2,3.4861
Cs3F6Y1,5.327999999999999
Al6Cl2Ge6Li8O24,4.1399
Mo1O6Rh2,0.0544
Mo2Ni3O11Se1,1.7666
N2Ni1Sr2,0.8939
H2I2Na1O9V1,3.0074
C1Cl14Zr6,1.2782
As1C3H10I1,3.5779
K2N4Ni1O12,2.9569
Ba1O10Sc2Si3,4.9974
C12O12Pt1Re2,1.7976
F18Sb3Tl1,2.2758
Cd1Cl6K4,4.0864
Cs2Na1O4V1,3.915
Ga1I3Li1,2.264
Cu1H4O6P2,1.0348
Ba2F10Ni3,4.2899
Ba1C1N2,2.3007
Ba2Mg1O6U1,3.0655
I6Mo1O18Rb2,1.087
Al3B4O12Y1,5.3541
B9Ba1Li1O15,5.6543
Ba3Ca1O9Ru2,0.9497
Al3F12Na1Rb2,6.7928
O10Ru3Sr2,0.3939999999999999
Li1N1Sr1,0.2581
B2Ba2Cl1O6Y1,4.0411
Cs1Ge1I3,0.9525
Ca2F4,7.1361
Cl5Fe1N4S4,1.5445
F7In1Sr2,5.0411
I4O12Zr1,3.1716
Cl4Re6Se8Tl2,1.5896
C8F6H28N2O4V2,0.0537
Ag1F12Sb2,1.6978
Ag1F1S1Sr1,1.6306
C2Cl2H8N4Ni1S2,1.9791
B12Cl12Cs2,3.2769
Pb1S3Sn1,0.8836
N1O2Sr1Ta1,1.1072
Hg1K2S2,2.1194
B3N6Na1Sr4,1.9698
Cl6Na1Ta1,3.0903
Er1S3Sc1,1.9778
F6K2Na1Sc1,6.6398
Ba4O1Rb1Sb3,0.9377
F3Ga1,4.9226
Br14Cd1W6,2.2565
Cl8N1S2Sb1,1.8352
O3Pb1S2,3.5498
H2Mn2O5S1,2.0508
Er2Pb1Se4,1.8046
Al1Ca2Na5O16P4,4.6569
C1Ga3N3Si1,2.5677
I6Te1Tl2,1.6284
I3Rb1V1,2.2526
H3Na1O2,4.3577
Ir1O7Pr3,0.2165
B1C4Li1N4,6.3521
O7P2Rb2Sr1,4.7168
C8O4Se2,1.4901
C6F6Na4O12Sn4,2.46
B4Ni1O7,2.9289
B6H2O13Sr3,5.0557
C1Ga1N5Sr4,1.4503
H6N4O4Pt1,2.4779
H8Si1,6.8148
In2O6Te1,1.1271
Bi4Sn1Te7,0.386
Ga2I8Pd1,1.3756
Ba1Ga2O8Si2,3.9557
C12Ge1H36Sn4,3.3081
Cl3H14O7U1,2.7551
Na1P1Sr1,1.2535
C4I2K2N4Pt1,1.3466
Ba6C60,0.1743
N4Na2O12Pd1,2.4693
Ag8S6Ti1,0.8694
C6Cd2N6Ru1,2.8738
Er1F1Mo1O4,3.6311
Ca4N4Ti1,1.4678
K3Li3O6Te1,2.6987
H4K2Mn1O10S2,4.4030000000000005
Ag2O11V4,1.4527
Ba1Co1O6Se2,3.4535
H1Li3O4Te1,3.6045
Fe1O6Sr2W1,2.2772
La1Na1O7P2,5.2349
I4In1Li1,2.3653
Cl11N1Re2S2,0.8618
F3Na2O4S1Sb1,4.4430000000000005
Ir1Sb1Se1,1.1772
As2Cu1K5,0.3091
Cs1F1O3S1,5.1606
Au1C1N1,2.7858
Cs1F6Nb1,5.6785
As4Cl1K1O6,3.0448
Ba2O7Si2Zn1,4.2748
C4N4Pt1Rb2,2.9715
As2Co2O8Sr1,2.6795
Cl1O3Se1Tb1,4.3829
Cl10Nb2,2.4339
B1Cs1F4,7.5547
K4Ni3O6,0.529
As2Ba2Se5,1.0156
K4Se12Tc6,0.8390000000000001
Cs3Nb1Se4,2.2091
Cl5Cs1Sn2,3.0656
B1H4Na1O4,5.107
As1Na2Nb1O6,3.4574
As1F6N1O2,3.1946
O9S1Zr3,3.8021
Al1O4Ta1,3.4609
K2O13Ti6,3.2056
O9S2Sb2,4.0001
Ag6O4Sr1,0.9525
C1O4Pb2,3.4267
Cl3Rb1Ti1,1.6927
Br3Cu3P4S3,1.7932
B2S6Sr3,2.3153
Hf1S3,1.1075
Ag1F11Na1Zr2,2.5208
Cl3K2N3O6Pt1,2.6646
As2Co2O7,2.4224
Co5O15Sr6,0.2174
Al2Ca1S4,3.53
Cl6K2Ti1,2.6192
F6K3N1O3Si1,3.3654
Co1F11Na1Zr2,4.5533
F6Li2Mn1,2.7577
K2Li4O6U1,3.0511
C4F2H13N1,6.5369
C2H4I1N2Na1O2,4.3714
Bi2Br1Eu1O4,0.4481
Bi1K1P2Se6,1.7584
Ba1F6Ti1,4.8003
Al4Bi2Se8,2.2464
Al2Br7K1,4.1091
O4Sn3,1.3095
C4H2K2N4O2Pt1,2.2419
La2S3,0.9252
Ce3Cl3O6Ta1,0.9375
F6Pt1Zn1,2.5577
Ba2In2Se5,1.4403
Ba3O6W1,2.7231
Cu1F3Rb1,1.5944
O8Ta2U1,1.2896
Eu2S4Si1,1.928
C1Hg1N2,2.4459
F7K1Sb2,4.1651
Cl9K3Mo2,1.172
Cl10Gd6O12Si4,4.8205
Pd4Se6Tl2,0.1648
Cu1Ge2Nd2O8,1.8222
Ga1O2Tl1,2.1443
Ba1Cu1F1Se1,1.7406
Ca1H2I2O7,3.5888
K2Pt4Se6,1.0031
C1F3Li1O3S1,6.5302
K4O18Si8,4.4218
Ir1K3Li1O4,1.1932
Ba1F4O1Ti1,3.7219
Au2F12Hg1,1.6275
Cs4F10Fe3,2.8759
Cl8Mo1O1P1,0.9193
C1N2O2Pr2,3.459
Cl3Fe1Mn7O10,1.5063
Mo2O14P2Te1Tl2,2.6755
K1Mn1O4P1,3.049
Ge1Pt1S1,0.9061
F1Nd1S1,1.2267
Bi1Ca2O6V1,3.0163
H1Hg1N1O4,1.6978
Au1Eu3O6,0.2798
Cd1Cl1O15Rb4V5,2.3004
K4N2O14S4,2.0288
Al1F6K3,6.3665
K1P3Zn4,0.6636
B2Be2F1K1O6Sr1,4.9056
Mn3O10Sr4,1.3888
Bi1Cs1S4Si1,2.5026
Cs4Ir1O4,1.0837
Os1P1Se1,0.6459
Na1Sb1,0.4852
H1Na2O4P1,4.7568
Cl2Fe5O18Te6,1.1468
B2H16Na2O14,3.8726
O7Sc2Si2,4.171
F1Se1Y1,2.1734
Cr2Fe1K1O8,1.2123
Cl1H1O3Pb3,2.1641
Dy1O19Ta7,3.3813
Br6H12O6Zn3,3.8978
Al1Li1Te2,2.4319
Ba1Pr2S5Zn1,1.3714
B2Cl1La1O4,5.1788
Nb2P1S10Tl1,0.713
Ni1O4Pr2,0.2841
Li1O5Si1Ta1,3.9352
Al4H6O18P6,1.8948
F6O4S1Te2,4.0111
C3F1H10N2O4P1,5.1258
Cl6Hg6P4Sn1,2.1061
H8I6N2Re1,1.6087
O6Te1Zn3,1.7331
C2H9N4O4P1S1,3.286
Cs2O7P2Sr1,4.8356
Ga1N5O14,1.1405
Cl1,2.3605
B2Ba1Be2O6,5.3928
Ce1O4Zr1,2.4032
As1Nd1O1Zn1,0.8214
Al2Cl6H12N4,5.1069
Cl5K2N1O1Ru1,2.168
B2Cd2O5,2.5893
F2N3O1P1,4.8268
N1Na1Sn1,0.7679
Be3Ca3F2Li2O12Si3,5.7353
Al1Cs1Cu1F6,1.9422
Ga1Ge1N1Sr2,0.0293
Ba1H2O4Sn2,2.1534
Al2Ca2O7Si1,4.2888
K2La1O15Ta5,2.7286
K3P1Se16,1.0891
Br1Mo1Nd1O4,2.0563
C4Cl6H16N2Ti1,2.7328
Ba2Co1O7Si2,3.7912
H5K1O9S2,5.5084
Be4Na10O17Si4,3.9759
Cl2H12O6Sr1,5.022
F5Fe1H4O2Zn1,2.8328
Cu1O2Rb1,1.2739
B1O2Tl1,2.852
Br2Co1O3Sb2,2.6329
N2Ni1O6,3.2388
H2O4Se1Zn1,0.8584
F3K1Pd1,0.9217
Br18Nb6Tl4,1.0431
C2Cs2Pt1,1.5634
Bi2O2S1,0.841
As2O1Sr4,1.1928
Er1Li1S2,1.9902
B7Fe3I1O13,2.7008
Na1O6S2Tl3,2.8510000000000004
O36P12Sc4,5.5653
Fe2H3Na1O8S2,3.3293
Cl4Mo1O1,1.4917
H2O2Pb1,2.2614
F4O2Sn4,2.6749
Ge1K1Li3O4,3.8969
Br10O4Pb9,2.9192
Co2K2Na4O5,1.4586
Cu1Rb1S3U1,1.8304
F3Na1Zn1,5.1534
In1Rb1S2,2.1557
C4H12O3P2,5.3646
B2Ga2K2O7,3.8478
B3O6Tb1,5.2178
K6Mo4O21U2,2.9211
H6Na3Rh1,3.2689
Al1As1Cu1O5,1.7077
O8V2Zn3,2.9804
K2Nd1O15P5,3.9973
C1Cs2H6O6,4.0658
C2F5H12N6Sb1,4.9547
As2Co8O16Te1,1.2777
La1O14P5,5.3922
Gd2S5Zr1,0.9958
Br2Cu2O5Te2,1.0057
Ce1Er3S6,1.0079
C1Co1H2O3,3.475
Cr1H6O7S1,2.9325
Dy1O4Ta1,4.1804
C2Ca11N10,0.7765
Ge2In6O9Pt1,1.3674
Cl3F10K3Sn5,3.2434
H5Mg1Rb3,3.0584
Eu2Hf2O7,0.1808
Cu1Ga1O3S1Sr2,0.9158
C4H20N4O12Pd1Zn1,3.5581
Cs1I3V1,2.2733
Ba2Cl1Mn1O7Si2,1.5037
Al2Cl8Pd1,2.1622
Ba1N2Si1,2.9203
C4Cl2N4Pt1Rb2,2.7168
Bi1Ca3N1,0.3835
C3Os2,0.1621
Fe1Pb4Sb6Se14,0.8976
Bi1Li5O5,1.4528
Ge1K4S4,2.7028
As1H1Hg1O5Zn1,1.5668
C1S3Tl2,1.8796
C6H18I2Pb2,3.1294
Ba2Hg1S3,1.3515
Be1Li2O4Si1,5.5815
Cr1Gd1O6Te1,2.6493
C3H8O2,5.1101
Br10Ni1Y6,0.417
Ba1S2Sn1,1.6755
As2Ca1K2O7,3.5134
As1K1Zn1,0.3912
As6Ba1Pt4,0.1734
Ca1O8P2U1,3.3043
As4Cl2Cu2S3,1.7172
Nd4S12Si3,1.9183
H1Mg2O5P1,4.9694
C14H24K1Mn1N8,1.1092
Ba2Cu2O12Si4,1.5551
Bi2Co1Mn1O6,0.8429
As2Cs1H2O8Sc1,3.6812
Cl4H2N1O1Re1,1.4262
Cl1O3Sr1V1,2.1262
Na2O7Si2Zr1,4.598
Cu2Mg1O8V2,1.3208
Be1H3K1,3.209
O9P2Sr1V2,1.1826
C2F1H4N1O4Sn1,2.7115
Br3Gd2,0.1563
Al3C2O5Sc3,0.6661
Cl6U1,2.3567
B1F5Li2,7.534
B1Na3S3,2.5759
C4F12H17O20S4V1,0.9768
Bi1K1P2S7,2.3919
O11V6,0.5969
Al1K1Li4O4,3.9728
Ca1Sn1Sr1,0.3417
Cl4Hg4I2S1,0.5513
As2Br2Cd2Hg2,1.016
H1La2Li1O3,1.9231
Cl6N2O2P2S1,3.5839
Li1O2V1,2.9183
Li2O8Sn3Zn1,1.6251
Ag2Mo1O12Te4,2.4041
Cr1F6Na3,4.0209
Mg1O4Se1,2.8504
Ag1Er1S2,1.4385
Cs1O10Sr2Ta3,2.259
B3Si1,1.4144
C60Cs6,0.7466
I1O12P3Pb5,2.3319
Cl6H16N5O3Rh1,2.5829
Cs1O12P3Zr2,4.3449
Al1Cl3H12O6,5.1379
F4Ga1H4N1,5.2573
Ca2Cd1Sb2,0.3106
Ce1Na8O18Si6,2.6761
Cr3H6K1O14S2,2.6874
Ag1In3K2Se6,1.2627
In1K3P2,0.7923
C2H4N2Ni1S4,2.3732
Al2Te5,0.9747
As12Ce1Ru4,0.1377
As4Rb5Ta1Tl2,1.4587
F1H5N1O4P1Sn1,3.0422
H3O19S1V3Zn7,2.9705
Mn3O14P2Pb3Te1,2.5607
Er2S4Zn1,2.428
Cs1Gd1S2,2.0817
Dy1O8Rb1W2,3.5643
Cl1F1Sn1,3.4572
Ga4O7Sr1,2.5088
Au3Sb4Y3,0.4792
B1F1N2Sr2,2.5717
Ba1Ce2Mn1S5,0.3653
C4Cl2K2N4Pt1,2.6256
C4H8O4Sn1,4.3306
Au2Cd2Rb2S4,2.0693
Ge2K1O9V3,1.3222
C8H20N6O18S2U2,2.4592
Mn2Se4Sn1,0.6931
H9In1N2O8P2,3.8526
I1Na1Ni1O6,1.6402
Hg1Rb6S4,1.5988
Ba2Si1Te4,1.1035
O5Sr1Ti2,2.4088
Ni1O12P4Zn1,1.9191
O3Pb1S1,3.6374
H12N6O6S3,0.061
Au1I4K1,0.1757
Cl4Er1Na1,4.9806
H1O5Pb1V1Zn1,3.2396
K4Sn2Te6,0.8459
Na2Se3Zr1,1.2978
Mn1O6Sb1Sr2,0.7335
H3I1Si1,4.1124
Fe2Mo3Na3O12,0.6237
K2Ni1O2,2.3358
Ag8Ba1S5,0.6657
Cl11Nb4Rb1,0.6504
Ba1Gd2O5Pd1,2.4112
B1Sb1,0.7522
C2H24N6Ni1O14S2,1.6504
Ag1La3S7Sn1,1.8836
C3Cl7Mo1O1S2,1.4323
Cs2Mo2O14P2Te1,2.8391
Co2La3S7,0.0809
Ag1B1C4F4H8N8,4.1265
Gd1K3O8P2,4.9235
Ag1Hg3O6Sb1,1.0404
Ce1Cu1S2,1.3542
Ba2Cd1Se3,1.6178
I1Mn1Sb1Se2,1.1919
O24P6V4Zn3,1.6392
Cl1H4N1O1,2.2301
Bi2Se1Te2,0.1503
Ca1S3Zr1,1.1903
Ag2Hf1S3,1.4008
Dy2Se4Sr1,1.406
Cl3Nd1,2.9171
K1La1O12P4,4.9043
Er1H1O8S2,4.8891
B2Na2S5,2.6121
Ho2S5Zr1,1.2499
Ba1O14Sr4U3,3.0488
Lu2O2S1,3.0407
Au1K1Se2,0.919
Br1Dy1Mo1O4,1.8205
As4Eu3,0.2956
C14Co1H24N8Rb1,5.0310000000000015
Ca2Cl1Cr1O4,1.0563
Sn1Te3Tl2,0.3958
O3Pb1Sr1,0.7905
Ag1C2Li1,1.8915
Cs2O8P2Ti1,4.0361
C4Cs1H7O10,3.259
F4O3P2,5.5713
B1K1O8P2Zn1,5.072
Al2Cl8Ni1,2.8907
H4N1O4Re1,4.1696
I5Pb1Tl3,2.5988
Ca3Cu2P4Zn2,0.1946
C4H5O15Rb1U2,3.287
As2O14Pb3Te1Zn3,3.0029
Cs1I4Tl1,1.2496
H1Na2O5P1Zn1,3.9492
C2Li1N4Y1,3.5232
Ag2O7P2Pb1,3.0775
Cl2Fe2O5Sr3,0.6614
Cl3La3O7Si2,4.8772
Pt1Rb2S2,1.6273
O5Pb2W1,3.103
K2O11Sb4,1.8466
Fe1Ge2O7Y1,2.4985
Na2O7P2Pb1,4.2994
Co3Li2O12Se4,3.4776
H10N2O8P2,5.6811
Gd1O1P1Zn1,1.3252
Br1F5Sn3,3.1942
Cl3N1Nd4S3,2.6102
K2P2S6,1.7118
B2Ba1Ga2O7,4.0527
Ge1K1S4Y1,2.4017
B1Ga1O4Pb1,3.3718
Ba1Ca4Co2N4,0.6315
Co2H4O10P2Pb1,3.9986
Bi1Cl2Cu1S1,0.8741
Ge1Te3Tl2,0.4611
Cl6Hg3S2Zr1,1.7882
Al1As2Li1O7,3.0351
H6Ir1Na3,3.7131
Ba3Mo2O18P4,2.0016
C4H4O12Y2,3.4392
Be1K4P2,1.1447
Br7Fe1Te1,1.9308
Cs2O9V4,2.1244
Bi1Cl3,3.552
F4H12Mo2N2O6,2.4737
Cl3O6Pr3U1,1.9022
In1Na1O2,2.0709
Cs2Pt1Te2,1.2344
C4N4Ni1Tl2,3.3798
As2Ga1Li1O7,2.5655
Al2Na6Se6,0.5499
Ca1H4O4P2,5.5958
As1C1F11N2S3,3.2564
Er2Mo4O18Sb2,3.0913
Fe1H2O5S1,3.7822
Cu2Fe1Ge1Se4,0.7806
Gd3O3Sb1,0.2608
K2Mn2O12S3,4.4546
Cu2H4Na2O13Si4,0.1839
Cs2Pt1,1.992
C16Cr2H24O8Sb4,2.2629
